Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,Staffed,R_2B2HKk8H2f2Zatw,192.518,7/11/21,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , ,Yes, , , , , , , ,Yes, , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use, , , , , , ,12:00 PM,10,10,10, ,10,10,10,10, , , , , , , ,2.087,4.011,6.786,7,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery,Visited the temporary exhibition - Stories of Change, , , ,Saw a live demonstration / program / film / lecture,Went to one or both of the museum stores,Ate in one of the restaurants, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes, , , , , , , , , , , , , , , ,Prefer not to say, ,Prefer not to say,Prefer not to say, , ,Prefer not to say, ,Prefer not to say, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,14:55:59,10559,2-3 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,Not reported, ,race identified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_s5wI4YvMxJbeqOd,338.462,7/11/21,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , ,Yes, , , , , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Somewhat comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", ,Limiting the number of guests by making reservations for a specific date and time to visit,Limiting guests to 50% of normal capacity, , ,1:00 PM,10,10,8, ,9, , , , , , , , , , ,1.808,9.071,9.547,5,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , ,Visiting friends or family,To visit the Exploratorium, , ,Business trip, , , , ,I heard about it from friends/family, , , , , , , , , , ,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,89509, ,My group included out-of-towners only, ,Never,1,2,2, , , , , , , ,Prefer not to say, ,No,College degree, , ,"$100,000 - $149,999", ,No, , , , , , , , ,37,Woman, ,35-44, , , , , , , , ,Man, , , , , , , , , ,7-Apr,0-3, , , , , , , , ,Girl,Girl, , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,15:03:51,7431,2-3 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,35-44,Nevada,race identified,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_1QsDLxTgR1NutpD,529.909,7/11/21,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , ,Yes, , , , , , , , ,Excellent, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit,Limiting guests to 50% of normal capacity,Limiting the number of guests in the gift shop, ,12:15 PM,10,10,10, ,10,10,10,10, , , , , , , ,1.505,12.294,13.201,7,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery,Visited the temporary exhibition - Stories of Change, , , , ,Went to one or both of the museum stores,Ate in one of the restaurants, , , ,Visiting friends or family, , , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Driving, ,Friend(s),Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,90713, ,My group included locals and out-of-towners, ,5-10 years ago,1,5,1, ,Asian or Asian American, ,Hispanic or Latino/a/x, ,White, , , ,No,College degree, , ,"$75,000 - $99,999", ,No, , , , , , , , ,46,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,15:15:05,10805,3-4 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,45-54,California,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_3O9eV6cycCXiEN2, ,7/11/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter,We had a great time in each gallery.  The exhibits were engaging.  There were many places to sit and relax to enjoy the experience.,TRUE, , , , , , , , ,Yes, , , , , , , ,Outstanding, , , , , , , , , , , , , ,Moderately concerned,Addressed my concerns a bit, , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors, , , , , , , ,12:00 PM,10,10,10, ,10,10,10,10, , , , , , , ,4.192,14.064,16.234,7,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , ,Saw a live demonstration / program / film / lecture,Went to one or both of the museum stores,Ate in one of the restaurants, , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,Yes,No,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , , ,Yes, ,Yes,95206, ,My group included locals and out-of-towners, ,2-5 years ago,1,4,3, , , ,Hispanic or Latino/a/x, , , , , ,Prefer not to say,College degree, , ,"$150,000 - $199,999", ,No, , , , , , , , ,56,Woman, ,25-34,55-64,25-34, , , , , , ,Man,Man,Woman, , , , , , , ,13-17,13-17,13-17, , , , , , , ,Boy,Girl,Boy, , , , , , , , ,Thank you,2,West,Science,Large,Pacific,July,2021,tablet,15:26:34,12394,3-4 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,55-64,California,race identified,2,1,0,0,2,2,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_1LBakSg4NRmH46f,496.672,7/11/21,EN,Safari iPad,14.0.1,iPad,768x1024,9,Promoter, ,TRUE, , , , , , , ,Yes,Yes, , , , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Somewhat uncomfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use, , , , , , ,1:00 PM,9,9,9, ,10,7,10,10, , , , , , , ,3.345,7.194,8.471,3,Visited the indoor exhibit galleries, , , , , , , ,Ate in one of the restaurants, , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,94086, ,My group included locals only, ,5-10 years ago,1,2,2, , , ,Hispanic or Latino/a/x, , , , , ,No,College degree, , ,"$200,000 - $249,999", ,No, , , , , , , , ,38,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,15:32:14,9134,2-3 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,35-44,California,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Santa Clara
the Exploratorium,Staffed,R_1LB8SVhblwoliu7,166.967,7/11/21,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, ,Yes, , , , , ,Yes, , , , , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , ,Limiting guests to 50% of normal capacity, , ,2:00 PM,10,10,10, ,10,10, , , , , , , , , ,1.811,5.836,6.96,4,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , , ,I live in San Francisco, , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,Yes,No,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,94121, ,My group included locals only, ,1-2 years ago,1,2,2, , , , , ,White, , , ,No,Graduate degree, , ,"More than $300,000", ,No, , , , , , , , ,41,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,Pacific,July,2021,tablet,15:48:21,6501,1-2 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,35-44,California,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,San Francisco
the Exploratorium,Staffed,R_2uPukBNzJ6LuCCt, ,7/11/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter,Great for kids and adults,TRUE, , , , ,Yes, , ,Yes, , , , , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, , , , , , , , ,2:45 PM, , , , , , , , , , , , , , , ,1.177,13.604,14.873,7,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , ,Went to one or both of the museum stores, , , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , ,Persian, , , , , , , , , , , , ,Yes, ,Yes, , ,My group included locals only, ,More than 10 years ago,1,2,1, , , , , , , , , ,Yes,Graduate degree, , ,Prefer not to say, ,No, , , , , , , , ,39,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,Pacific,July,2021,tablet,16:12:17,5237,1-2 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,35-44, ,no race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, 
the Exploratorium,Staffed,R_pbBRfw9gMaxeMX7,661.855,7/11/21,EN,Safari iPad,14.0.2,iPad,768x1024,10,Promoter,So interesting and fun.,TRUE, , , , ,Yes, , , , , , , , , , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Mostly addressed my concerns, , ,Somewhat comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines,Limiting the number of guests by making reservations for a specific date and time to visit,Limiting guests to 50% of normal capacity,Limiting the number of guests in the gift shop, ,12:00 PM,10,10,10, ,10,10,10, , , , , , , , ,3.545,12.404,13.507,6,Visited the indoor exhibit galleries, , , , , , ,Went to one or both of the museum stores,Ate in one of the restaurants, , , , ,To visit the Exploratorium, , , , , , , ,I heard about it from friends/family, , , , , , , , , , ,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,95658, ,My group included out-of-towners only, ,Never,1,1,1, , , , , ,White, , , ,No,Some graduate work, , ,"$200,000 - $249,999", ,No, , , , , , , , ,45,Woman, , , , , , , , , , , , , , , , , , , , ,7-Apr, , , , , , , , , ,Boy, , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,16:26:17,15977,4-5 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,45-54,California,race identified,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_2Y4Ck4QayBqhLMp, ,7/11/21,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter, ,TRUE, , , , , , , ,Yes,Yes, , , , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use, ,Having staff and volunteers enforce face covering guidelines, , , , ,1:30 PM,10,10,10, ,10, , , , , , , , , , ,2.927,9.753,10.544,4,Visited the indoor exhibit galleries, , , , , , , , , , , , , , , , ,Vacation trip, , , , ,I read about it in a travel guide, , , , , , , , , ,Not sure, , , , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , ,Ukranian, , , ,Yes,Yes, ,Yes,7702, ,My group included out-of-towners only, ,Never,1,2,3, , , , , ,White, , , ,No,Graduate degree, , ,"$100,000 - $149,999", ,No, , , , , , , , ,38,Woman, ,35-44, , , , , , , , ,Woman, , , , , , , , , ,0-3,7-Apr,12-Aug, , , , , , , ,Girl,Girl,Girl, , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,16:37:09,11229,3-4 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,35-44,New Jersey,race identified,0,3,0,0,0,2,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,outside (Bay Area)
the Exploratorium,Staffed,R_1l0gYbCSyfWgn8e,166.2,7/11/21,EN,Safari iPad,14.0.1,iPad,768x1024,9,Promoter, ,TRUE, , , , , , , , , , ,Yes, , , , , ,Excellent, , , , , , , , , , , , , ,A little concerned,Mostly addressed my concerns, , ,Somewhat comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines, , , , ,3:00 PM,10,7,9, ,7,10,9,10, , , , , , , ,3.058,9.615,12.028,8,Visited the indoor exhibit galleries, , , , , , , , , , , , ,To visit the Exploratorium, , , , , , , ,I heard about it from friends/family, , , , , , , , , , ,No, ,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , ,Persian, , , , , , , , , , , ,No,No, ,Yes, , ,My group included locals only, ,2-5 years ago,1,1,0, ,Asian or Asian American, , , , , , , ,No,Graduate degree, , ,"$150,000 - $199,999", ,No, , , , , , , , ,27,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,16:49:49,6589,1-2 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,25-34, ,race identified,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
the Exploratorium,QR,R_2CCwGsUJhza1iF5,598.376,7/11/21,EN,Safari iPhone,14.1.1,iPhone,375x812,8,Passive,Enjoyed a day with my kids,TRUE, , , , ,Yes, , , , , , , , , , , ,Excellent, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , , , , , ,8,8,8, ,8,9,8,8, , , , , , , ,7.435,16.812,29.616,4, , , , , , ,Saw a live demonstration / program / film / lecture, ,Ate in one of the restaurants, , , , ,To visit the Exploratorium, , , , , , , , , , , , , , , , ,"Other, please specify:",Second visit with my kids,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,94404, ,My group included locals only, ,2-5 years ago,1,2,3, , , , , ,White, , , ,No,Graduate degree, , ,"$100,000 - $149,999", ,No, , , , , , , , ,54,Woman, , , , , , , , , , ,Woman, , , , , , , , , ,12-Aug,12-Aug,12-Aug, , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,QR,16:54:35, , ,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,45-54,California,race identified,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,San Mateo
the Exploratorium,Staffed,R_1PbnGx7VuVGXRzb,181.868,7/11/21,EN,Safari iPad,14.0.1,iPad,768x1024,10,Promoter,It was interactive,TRUE, , , , ,Yes, , ,Yes, , , , , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Somewhat comfortable, ,Having hand sanitizer available for guests to use, , , , , , ,3:15 PM,10,10,10, ,10,10,10,10, , , , , , , ,2.22,9.726,10.363,8,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , ,Visiting friends or family, , , , , , , , ,I heard about it from friends/family, , , , , , , , , , ,Yes,Yes,"Ride service (Taxy, Lyft, Uber, etc.)", , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,No,No, ,Yes,49663, ,My group included locals and out-of-towners, ,Never,1,1,1, , , , , ,White, , , ,Yes,High school degree, , ,"$25,000 - $49,999", ,No, , , , , , , , ,19,Prefer not to say, , , , , , , , , , , , , , , , , , , , ,13-17, , , , , , , , , ,Boy, , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,16:57:47,6167,1-2 hrs,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,18-24,Michigan,race identified,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,outside (Bay Area)
the Exploratorium,QR,R_1Iim6oT8KHuCZoz, ,7/11/21,EN,Safari iPhone,14.6,iPhone,414x896,10,Promoter, ,TRUE, , , , , , , , ,Yes, , , , , , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns,No notes., ,Comfortable, ,Having hand sanitizer available for guests to use, , ,Limiting the number of guests by making reservations for a specific date and time to visit, , , , ,10,10,10, ,10,10, ,10, , , , , , , ,3.163,21.366,22.599,5,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , ,To visit the Exploratorium, , , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Driving, , ,Family (with children), , , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,94589, ,My group included locals only, ,Never,1,2,1, , , , , ,White, , , ,No,Some college, , ,"$150,000 - $199,999", ,No, , , , , , , , ,31,Man, ,25-34, , , , , , , , ,Woman, , , , , , , , , ,0-3, , , , , , , , , ,Girl, , , , , , , , , , ,No notes.,2,West,Science,Large,Pacific,July,2021,QR,17:02:45, , ,Sunday,Sat/Sun,3rd quarter,22,Jul-Sep 2021,25-34,California,race identified,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,Solano
the Exploratorium,QR,R_22rH38fejbtixkC,166.499,7/13/21,EN,Chrome,91.0.4472.120,Android 11,393x851,10,Promoter, ,TRUE, , , , ,Yes, , , ,Yes, , , , , , , ,Outstanding, , , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable,Requiring a mask or face covering for all guests and staff indoors,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently",Having staff and volunteers enforce face covering guidelines, , , , , ,10,9,10, ,10,10, , , , , , , , , ,1.835,5.243,5.933,3,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , , ,I live in San Francisco, , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,No, ,Driving, , ,Family (with children),Significant other, , , , , , ,English, , , , , , , , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes,94122, ,My group included locals only, ,Within the past three months,2,2,2, ,Asian or Asian American, , , , , , , ,No,Graduate degree, , ,"$200,000 - $249,999", ,No, , , , , , , , ,38,Man, ,35-44, , , , , , , , ,Woman, , , , , , , , , ,7-Apr,0-3, , , , , , , , ,Boy,Girl, , , , , , , , , , ,1,West,Science,Large,Pacific,July,2021,QR,12:32:13, , ,Tuesday,M-F,3rd quarter,22,Jul-Sep 2021,35-44,California,race identified,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,San Francisco
the Exploratorium,QR,R_1NCSI3GcidQncpW,654.159,7/15/21,EN,Safari iPhone,14.1.1,iPhone,375x812,10,Promoter, ,TRUE, , , , ,Yes, , , , ,Yes, , , , , , ,Outstanding, , , , , , , , , , , , , ,A little concerned,Fully addressed my concerns, , ,Comfortable, ,Having hand sanitizer available for guests to use, , ,Limiting the number of guests by making reservations for a specific date and time to visit, , , , ,10,10,10, ,10,10,9,10, , , , , , , ,5.029,18.192,18.969,7,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , ,Saw a live demonstration / program / film / lecture,Went to one or both of the museum stores,Ate in one of the restaurants, , , , ,To visit the Exploratorium, , , , , , , ,I heard about it from friends/family, , , , , , , , , , ,Yes,Yes,Driving, , , ,Significant other, , , , , , ,English, , , , , , , , , , , , , , ,Russian, , , , , , , , ,Yes,No, ,Yes,94704, ,My group included locals only, ,Never,1,2,0, , , , , ,White, , , ,No,Graduate degree, , ,"$50,000 - $74,999", ,No, , , , , , , , ,31,Woman, ,25-34, , , , , , , , ,Man, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,Pacific,July,2021,QR,9:46:48, , ,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,25-34,California,race identified,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Alamdea
the Exploratorium,Staffed,R_2sTEv2nQ68Hh9hM, ,7/15/21,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter, ,TRUE, , , , , , , , , , ,Yes, , , , , ,Outstanding,I love the exploratorium, , , , , , , , , , , , ,Not at all concerned, , , ,Comfortable, , , , , , , ,None of the above,12:30 PM,10,10,10, ,10,10,1,8, , , , , , , ,4.712,9.75,11.694,2,Visited the indoor exhibit galleries, , , , , , , , , , , , , ,I live in San Francisco, , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,Yes,No,Public transit, , , , , , ,No one--I came by myself, , , ,English, , , , , , , ,Italian, , , , , , , ,Spanish, , , , , , , ,Yes,Yes, ,Yes,94122, ,My group included locals only, ,Within the past three months,2,1,0, , , , , ,White, , , ,No,College degree, , ,Prefer not to say, ,No, , , , , , , , ,77,Woman, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,Pacific,July,2021,tablet,14:03:44,5624,1-2 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,65+,California,race identified,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,San Francisco
the Exploratorium,Staffed,R_3fDhpWOTqCh2jkh,198.82,7/15/21,EN,Safari iPad,14.1.1,iPad,768x1024,10,Promoter, ,TRUE, , , , ,Yes, , , , , , , , , , , ,Outstanding,"Fun exhibits , lots of interaction", , , , , , , , , , , , ,Moderately concerned,Mostly addressed my concerns, , ,Comfortable, ,Having hand sanitizer available for guests to use,"Sanitizing ""high touch"" areas and exhibits frequently", , ,Limiting guests to 50% of normal capacity, , ,11:00 AM,10,10,10, ,10, ,10,10, , , , , , , ,3.54,10.162,11.617,4,Visited the indoor exhibit galleries,Visited the outdoor exhibit gallery, , , , , , , , , , , , ,I live in San Francisco, , , , , ,I have known about the Exploratorium for a long time, , , , , , , , , , , ,Yes,No,Public transit, , ,Family (with children), , , , , , , ,English, , , , , ,Hindi, , , , , , , , , , , , , , , , , ,Yes,Yes, ,Yes, , ,My group included locals only, ,2-5 years ago,1,1,1, , , , , , , ,Prefer not to say, ,Prefer not to say,Prefer not to say, , ,Prefer not to say, ,No, , , , , , , , ,42,Woman, , , , , , , , , , , , , , , , , , , , ,12-Aug, , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,Pacific,July,2021,tablet,14:37:52,13072,3-4 hrs,Thursday,M-F,3rd quarter,22,Jul-Sep 2021,35-44, ,race identified,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0, 
